1, none, minecraft:the_void, MONSTER, apocalypsenow:horde_5, 10, 1, 1
1311, forest, minecraft:dark_forest, MONSTER, apocalypsenow:walker_8, 20, 1, 1
1312, forest, minecraft:dark_forest, MONSTER, apocalypsenow:walker_3, 20, 1, 1
1313, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_47, 20, 1, 1
1314, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_45, 20, 1, 1
1315, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_53, 20, 1, 1
1316, forest, minecraft:dark_forest, MONSTER, apocalypsenow:walker_19, 20, 1, 1
1317, forest, minecraft:dark_forest, MONSTER, zombie_extreme:runner, 20, 1, 1
1318, forest, minecraft:dark_forest, MONSTER, apocalypsenow:walker_25, 20, 1, 1
1319, forest, minecraft:dark_forest, MONSTER, apocalypsenow:walker_30, 20, 1, 1
1320, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_39, 20, 1, 1
1321, forest, minecraft:dark_forest, MONSTER, apocalypsenow:horde_1, 10, 1, 1
1322, forest, minecraft:dark_forest, MONSTER, zombie_extreme:ram, 15, 1, 1
1323, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_37, 20, 1, 1
1324, forest, minecraft:dark_forest, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
1325, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_52, 20, 1, 1
1326, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_42, 20, 1, 1
1327, forest, minecraft:dark_forest, MONSTER, zombie_extreme:divided, 20, 1, 1
1328, forest, minecraft:dark_forest, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
1329, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_34, 20, 1, 1
1330, forest, minecraft:dark_forest, MONSTER, apocalypsenow:horde_3, 10, 1, 1
1331, forest, minecraft:dark_forest, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
1332, forest, minecraft:dark_forest, MONSTER, zombie_extreme:boomer, 20, 1, 1
1333, forest, minecraft:dark_forest, MONSTER, zombie_extreme:military, 15, 1, 1
1334, forest, minecraft:dark_forest, MONSTER, zombie_extreme:infected_police, 30, 1, 1
1335, forest, minecraft:dark_forest, MONSTER, zombie_extreme:demolisher, 10, 1, 1
1336, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_57, 20, 1, 1
1337, forest, minecraft:dark_forest, MONSTER, apocalypsenow:walker_4, 20, 1, 1
1338, forest, minecraft:dark_forest, MONSTER, apocalypsenow:runner_41, 20, 1, 1
1339, forest, minecraft:dark_forest, MONSTER, apocalypsenow:hunter, 20, 4, 4
1340, forest, minecraft:dark_forest, MONSTER, apocalypsenow:military_02, 10, 4, 4
1341, forest, minecraft:dark_forest, MONSTER, zombie_extreme:goon, 15, 1, 1
1342, forest, minecraft:dark_forest, MONSTER, apocalypsenow:walker_20, 20, 1, 1
1343, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
1344, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
1345, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
1346, forest, minecraft:dark_forest, CREATURE, apocalypsenow:rat, 20, 4, 4
1347, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
1348, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
1349, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
1350, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
1351, forest, minecraft:dark_forest, CREATURE, kevin_trophy:kevmo, 10, 1, 1
1352, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
1353, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
1354, forest, minecraft:dark_forest, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
1355, forest, minecraft:dark_forest, CREATURE, apocalypsenow:cockroach, 30, 5, 8
1356, forest, minecraft:dark_forest, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
1357, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:horde_5, 10, 1, 1
1358, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_5, 20, 1, 1
1359, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_49, 20, 1, 1
1360, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:horde_4, 10, 1, 1
1361, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:fetus, 20, 1, 1
1362, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_50, 20, 1, 1
1363, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_11, 20, 1, 1
1364, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:looter_2, 10, 1, 1
1365, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_14, 20, 1, 1
1366, forest, minecraft:old_growth_birch_forest, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
1367, forest, minecraft:old_growth_birch_forest, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
1368, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:infected, 20, 1, 2
1369, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:looter_3, 10, 1, 1
1370, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:military_01, 10, 4, 4
1371, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
1372, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_18, 20, 1, 1
1373, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_6, 20, 1, 1
1374, forest, minecraft:old_growth_birch_forest, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
1375, forest, minecraft:old_growth_birch_forest, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
1376, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_9, 20, 1, 1
1377, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_29, 20, 1, 1
1378, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
1379, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:looter_5, 10, 1, 1
1380, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_32, 20, 1, 1
1381, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_15, 20, 1, 1
1382, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:bomber, 30, 1, 1
1383, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_28, 20, 1, 1
1384, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_7, 20, 1, 1
1385, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:military_medic, 10, 1, 1
1386, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_22, 20, 1, 1
1387, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_40, 20, 1, 1
1388, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:infected_military, 20, 1, 1
1389, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:looter_4, 10, 1, 1
1390, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_36, 20, 1, 1
1391, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_43, 20, 1, 1
1392, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_2, 20, 1, 1
1393, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_51, 20, 1, 1
1394, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_56, 20, 1, 1
1395, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_26, 20, 1, 1
1396, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_33, 20, 1, 1
1397, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_12, 20, 1, 1
1398, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_55, 20, 1, 1
1399, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_44, 20, 1, 1
1400, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_27, 20, 1, 1
1401, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_16, 20, 1, 1
1402, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_17, 20, 1, 1
1403, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_13, 20, 1, 1
1404, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:chainsaw, 30, 1, 1
1405, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:crawler_4, 20, 1, 1
1406, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:crawler, 20, 1, 1
1407, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_31, 20, 1, 1
1408, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_38, 20, 1, 1
1409, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:soldiers_02, 20, 1, 2
1410, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:infected_juggernaut, 20, 1, 1
1411, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_24, 20, 1, 1
1412, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_46, 20, 1, 1
1413, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_21, 20, 1, 1
1414, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:cannibal, 10, 1, 2
1415, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_1, 20, 1, 1
1416, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:horde_2, 10, 1, 1
1417, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_23, 20, 1, 1
1418, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:crawler_2, 20, 1, 1
1419, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_48, 20, 1, 1
1420, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_54, 20, 1, 1
1421, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_10, 20, 1, 1
1422, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_35, 20, 1, 1
1423, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:soldiers, 20, 2, 2
1424, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_8, 20, 1, 1
1425, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_3, 20, 1, 1
1426, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_47, 20, 1, 1
1427, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_45, 20, 1, 1
1428, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_53, 20, 1, 1
1429, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_19, 20, 1, 1
1430, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:runner, 20, 1, 1
1431, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_25, 20, 1, 1
1432, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_30, 20, 1, 1
1433, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_39, 20, 1, 1
1434, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:horde_1, 10, 1, 1
1435, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:ram, 15, 1, 1
1436, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_37, 20, 1, 1
1437, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
1438, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_52, 20, 1, 1
1439, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_42, 20, 1, 1
1440, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:divided, 20, 1, 1
1441, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
1442, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_34, 20, 1, 1
1443, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:horde_3, 10, 1, 1
1444, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
1445, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:boomer, 20, 1, 1
1446, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:military, 15, 1, 1
1447, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:infected_police, 30, 1, 1
1448, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:demolisher, 10, 1, 1
1449, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_57, 20, 1, 1
1450, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_4, 20, 1, 1
1451, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:runner_41, 20, 1, 1
1452, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:hunter, 20, 4, 4
1453, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:military_02, 10, 4, 4
1454, forest, minecraft:old_growth_birch_forest, MONSTER, zombie_extreme:goon, 15, 1, 1
1455, forest, minecraft:old_growth_birch_forest, MONSTER, apocalypsenow:walker_20, 20, 1, 1
1456, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
1457, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
1458, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
1459, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:rat, 20, 4, 4
1460, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
1461, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
1462, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
1463, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
1464, forest, minecraft:old_growth_birch_forest, CREATURE, kevin_trophy:kevmo, 10, 1, 1
1465, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
1466, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
1467, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
1468, forest, minecraft:old_growth_birch_forest, CREATURE, apocalypsenow:cockroach, 30, 5, 8
1469, forest, minecraft:old_growth_birch_forest, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
1470, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:horde_5, 10, 1, 1
1471, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_5, 20, 1, 1
1472, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_49, 20, 1, 1
1473, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:horde_4, 10, 1, 1
1474, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:fetus, 20, 1, 1
1475, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_50, 20, 1, 1
1476, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_11, 20, 1, 1
1477, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:looter_2, 10, 1, 1
1478, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_14, 20, 1, 1
1479, taiga, minecraft:old_growth_pine_taiga, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
1480, taiga, minecraft:old_growth_pine_taiga, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
1481, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:infected, 20, 1, 2
1482, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:looter_3, 10, 1, 1
1483, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:military_01, 10, 4, 4
1484, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
1485, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_18, 20, 1, 1
1486, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_6, 20, 1, 1
1487, taiga, minecraft:old_growth_pine_taiga, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
1488, taiga, minecraft:old_growth_pine_taiga, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
1489, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_9, 20, 1, 1
1490, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_29, 20, 1, 1
1491, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
1492, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:looter_5, 10, 1, 1
1493, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_32, 20, 1, 1
1494, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_15, 20, 1, 1
1495, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:bomber, 30, 1, 1
1496, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_28, 20, 1, 1
1497, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_7, 20, 1, 1
1498, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:military_medic, 10, 1, 1
1499, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_22, 20, 1, 1
1500, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_40, 20, 1, 1
1501, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:infected_military, 20, 1, 1
1502, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:looter_4, 10, 1, 1
1503, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_36, 20, 1, 1
1504, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_43, 20, 1, 1
1505, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_2, 20, 1, 1
1506, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_51, 20, 1, 1
1507, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_56, 20, 1, 1
1508, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_26, 20, 1, 1
1509, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_33, 20, 1, 1
1510, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_12, 20, 1, 1
1511, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_55, 20, 1, 1
1512, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_44, 20, 1, 1
1513, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_27, 20, 1, 1
1514, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_16, 20, 1, 1
1515, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_17, 20, 1, 1
1516, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_13, 20, 1, 1
1517, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:chainsaw, 30, 1, 1
1518, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:crawler_4, 20, 1, 1
1519, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:crawler, 20, 1, 1
1520, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_31, 20, 1, 1
1521, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_38, 20, 1, 1
1522, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:soldiers_02, 20, 1, 2
1523, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:infected_juggernaut, 20, 1, 1
1524, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_24, 20, 1, 1
1525, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_46, 20, 1, 1
1526, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_21, 20, 1, 1
1527, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:cannibal, 10, 1, 2
1528, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_1, 20, 1, 1
1529, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:horde_2, 10, 1, 1
1530, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_23, 20, 1, 1
1531, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:crawler_2, 20, 1, 1
1532, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_48, 20, 1, 1
1533, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_54, 20, 1, 1
1534, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_10, 20, 1, 1
1535, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_35, 20, 1, 1
1536, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:soldiers, 20, 2, 2
1537, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_8, 20, 1, 1
1538, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_3, 20, 1, 1
1539, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_47, 20, 1, 1
1540, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_45, 20, 1, 1
1541, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_53, 20, 1, 1
1542, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_19, 20, 1, 1
1543, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:runner, 20, 1, 1
1544, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_25, 20, 1, 1
1545, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_30, 20, 1, 1
1546, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_39, 20, 1, 1
1547, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:horde_1, 10, 1, 1
1548, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:ram, 15, 1, 1
1549, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_37, 20, 1, 1
1550, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
1551, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_52, 20, 1, 1
1552, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_42, 20, 1, 1
1553, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:divided, 20, 1, 1
1554, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
1555, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_34, 20, 1, 1
1556, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:horde_3, 10, 1, 1
1557, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
1558, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:boomer, 20, 1, 1
1559, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:military, 15, 1, 1
1560, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:infected_police, 30, 1, 1
1561, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:demolisher, 10, 1, 1
1562, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_57, 20, 1, 1
1563, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_4, 20, 1, 1
1564, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:runner_41, 20, 1, 1
1565, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:hunter, 20, 4, 4
1566, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:military_02, 10, 4, 4
1567, taiga, minecraft:old_growth_pine_taiga, MONSTER, zombie_extreme:goon, 15, 1, 1
1568, taiga, minecraft:old_growth_pine_taiga, MONSTER, apocalypsenow:walker_20, 20, 1, 1
1569, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
1570, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
1571, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
1572, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:rat, 20, 4, 4
1573, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
1574, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
1575, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
1576, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
1577, taiga, minecraft:old_growth_pine_taiga, CREATURE, kevin_trophy:kevmo, 10, 1, 1
1578, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
1579, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
1580, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
1581, taiga, minecraft:old_growth_pine_taiga, CREATURE, apocalypsenow:cockroach, 30, 5, 8
1582, taiga, minecraft:old_growth_pine_taiga, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
1583, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:horde_5, 10, 1, 1
1584, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_5, 20, 1, 1
1585, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_49, 20, 1, 1
1586, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:horde_4, 10, 1, 1
1587, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:fetus, 20, 1, 1
1588, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_50, 20, 1, 1
