[08Apr2025 02:05:31.512] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.4.2, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, nogui]
[08Apr2025 02:05:31.516] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.14 by Ubuntu; OS Linux arch amd64 version 6.8.0-1021-azure
[08Apr2025 02:05:33.214] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirector CoreMod initialized successfully!
[08Apr2025 02:05:33.299] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/serverzom/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[08Apr2025 02:05:33.411] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[08Apr2025 02:05:33.412] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/serverzom/servidor_minecraft
[08Apr2025 02:05:33.412] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/serverzom/servidor_minecraft/mods
[08Apr2025 02:05:33.413] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[08Apr2025 02:05:33.416] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/serverzom/servidor_minecraft/config/mods_optimizer/config.toml
[08Apr2025 02:05:33.456] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/serverzom/servidor_minecraft and mods dir /workspaces/serverzom/servidor_minecraft/mods for target SERVER in 41 ms.
[08Apr2025 02:05:33.456] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[08Apr2025 02:05:33.458] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~158 mods in /workspaces/serverzom/servidor_minecraft/mods with file extension .jar ...
[08Apr2025 02:05:33.516] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to DEFAULT
[08Apr2025 02:05:33.522] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for starterkit from UNKNOWN to DEFAULT
[08Apr2025 02:05:33.528] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_items from DEFAULT to SERVER
[08Apr2025 02:05:33.531] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothchunk from DEFAULT to SERVER
[08Apr2025 02:05:33.587] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/serverzom/servidor_minecraft/mods/YungsApi-1.19.2-Forge-3.8.10.jar!
[08Apr2025 02:05:33.588] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_core from DEFAULT to SERVER
[08Apr2025 02:05:33.658] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_player from DEFAULT to SERVER
[08Apr2025 02:05:33.674] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 8 server mods in 135 mods.
[08Apr2025 02:05:33.675] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 127 default mods in 135 mods.
[08Apr2025 02:05:33.676] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[08Apr2025 02:05:33.676] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[08Apr2025 02:05:50.460] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/config/ParCoolConfig$ConfigGroup
[08Apr2025 02:05:50.463] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/config/ParCoolConfig$Server$Booleans
[08Apr2025 02:05:50.565] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/config/ParCoolConfig$Server$Integers
[08Apr2025 02:05:50.569] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/config/ParCoolConfig$AdvantageousDirection
[08Apr2025 02:05:50.576] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/config/ParCoolConfig$Server$Doubles
[08Apr2025 02:05:50.673] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/client/hud/impl/HUDType
[08Apr2025 02:05:50.673] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/client/hud/Position$Horizontal
[08Apr2025 02:05:50.674] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/client/hud/Position$Vertical
[08Apr2025 02:05:50.675] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/misc/AVAWeaponUtil$Classification
[08Apr2025 02:05:50.680] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/common/action/impl/FastRun$ControlType
[08Apr2025 02:05:50.681] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/common/action/impl/Crawl$ControlType
[08Apr2025 02:05:50.681] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/common/action/impl/Flipping$ControlType
[08Apr2025 02:05:50.682] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/common/action/impl/Vault$TypeSelectionMode
[08Apr2025 02:05:50.683] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/client/gui/ColorTheme
[08Apr2025 02:05:50.684] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/common/capability/IStamina$Type
[08Apr2025 02:05:50.688] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/items/miscs/stats/GunStatTypes
[08Apr2025 02:05:50.700] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/config/ParCoolConfig$Client$Booleans
[08Apr2025 02:05:50.702] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/config/ParCoolConfig$Client$Integers
[08Apr2025 02:05:50.706] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alrex/parcool/config/ParCoolConfig$Client$Doubles
[08Apr2025 02:05:50.798] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/common/ChemicalConstants
[08Apr2025 02:05:50.811] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/misc/AVAWeaponUtil$C4State
[08Apr2025 02:05:50.827] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/items/guns/AVAItemGun$ScopeTypes
[08Apr2025 02:05:50.836] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/compatibility/api/AbstractBlockMaterial
[08Apr2025 02:05:50.837] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/compatibility/api/AbstractBlockMaterialColor
[08Apr2025 02:05:50.846] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/init/environment/EnvironmentType
[08Apr2025 02:05:50.861] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/items/miscs/attachments/GunAttachmentTypes
[08Apr2025 02:05:50.869] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/items/miscs/attachments/GunAttachmentCategory
[08Apr2025 02:05:50.956] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/core/data/slot/SkinSlotType
[08Apr2025 02:05:51.034] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting io/github/foundationgames/automobility/util/AUtils
[08Apr2025 02:05:51.035] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/core/data/slot/ItemOverrideType
[08Apr2025 02:05:51.042] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting io/github/foundationgames/automobility/block/AutomobilityBlocks
[08Apr2025 02:05:51.051] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/core/skin/data/SkinDyeType
[08Apr2025 02:05:51.076] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting io/github/foundationgames/automobility/item/AutomobilityItems
[08Apr2025 02:05:51.092] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting io/github/foundationgames/automobility/automobile/WheelBase$WheelEnd
[08Apr2025 02:05:51.093] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting io/github/foundationgames/automobility/automobile/WheelBase$WheelSide
[08Apr2025 02:05:51.095] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting io/github/foundationgames/automobility/automobile/AutomobileWheel$Ability
[08Apr2025 02:05:51.120] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting io/github/foundationgames/automobility/entity/AutomobilityEntities
[08Apr2025 02:05:51.134] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting io/github/foundationgames/automobility/util/network/CommonPackets
[08Apr2025 02:05:51.143] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/core/data/DataPackType
[08Apr2025 02:05:51.150] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/common/item/gear/ItemFlamethrower$FlamethrowerMode
[08Apr2025 02:05:51.156] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/api/security/SecurityMode
[08Apr2025 02:05:51.158] [modloading-worker-0/INFO] [Puzzles Lib/]: Constructing common components for mod puzzleslib
[08Apr2025 02:05:51.160] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/api/data/IDataPackObject$Type
[08Apr2025 02:05:51.218] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/common/content/miner/ThreadMinerSearch$State
[08Apr2025 02:05:51.262] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/common/tile/laser/TileEntityLaserAmplifier$RedstoneOutput
[08Apr2025 02:05:51.376] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/library/data/impl/ServerPermission
[08Apr2025 02:05:51.378] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/core/data/DataDomain
[08Apr2025 02:05:51.379] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting moe/plushie/armourers_workshop/core/skin/data/SkinServerType
[08Apr2025 02:05:51.498] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/common/entity/RobitPrideSkinData
[08Apr2025 02:05:51.631] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mcjty/lostcities/worldgen/lost/cityassets/Scattered$TerrainHeight
[08Apr2025 02:05:51.633] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mcjty/lostcities/worldgen/lost/cityassets/Scattered$TerrainFix
[08Apr2025 02:05:51.639] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/moonlight/api/fluids/SoftFluid$TintMethod
[08Apr2025 02:05:51.722] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/geforcemods/securitycraft/misc/SCSounds
[08Apr2025 02:05:51.752] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/generators/common/GeneratorsLang
[08Apr2025 02:05:51.805] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/common/block/states/FluidLogType
[08Apr2025 02:05:51.999] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/naterbobber/darkerdepths/blocks/VerticalSlabBlock$VerticalSlabType
[08Apr2025 02:05:52.016] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/naterbobber/darkerdepths/blocks/RopeBlock$RopePart
[08Apr2025 02:05:52.038] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/alexander/mutantmore/blocks/CustomSkullBlock$Types
[08Apr2025 02:05:52.056] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/common/tile/component/config/DataType
[08Apr2025 02:05:52.322] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/generators/common/block/attribute/AttributeStateFissionPortMode$FissionPortMode
[08Apr2025 02:05:52.328] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/additions/common/AdditionsLang
[08Apr2025 02:05:52.331] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting mekanism/additions/common/block/ExtendedFluidLogType
[08Apr2025 02:05:53.424] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/geforcemods/securitycraft/blocks/KeypadBarrelBlock$LidFacing
[08Apr2025 02:05:53.675] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/minecraft/world/entity/HumanoidArm
[08Apr2025 02:05:53.740] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Orc$Variant
[08Apr2025 02:05:53.740] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Skeleton$Variant
[08Apr2025 02:05:53.741] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Zombie$Variant
[08Apr2025 02:05:53.741] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Horse$Variant
[08Apr2025 02:05:53.742] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Illager$Variant
[08Apr2025 02:05:53.781] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/data/synched/SynchedDataIndex
[08Apr2025 02:05:53.783] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/data/profession/Profession
[08Apr2025 02:05:53.784] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/data/VariantData$Variant
[08Apr2025 02:05:53.784] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/data/ticker/TickerType
[08Apr2025 02:05:53.787] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/CrashTestDummy$Variant
[08Apr2025 02:05:53.819] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Allay$Variant
[08Apr2025 02:05:53.832] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Humanoid$Variant
[08Apr2025 02:05:53.845] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/HumanoidSlim$Variant
[08Apr2025 02:05:53.856] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Cat$Variant
[08Apr2025 02:05:53.869] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Chicken$Variant
[08Apr2025 02:05:53.882] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Fairy$Variant
[08Apr2025 02:05:53.896] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/IronGolem$Variant
[08Apr2025 02:05:53.922] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Villager$Variant
[08Apr2025 02:05:53.934] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/ZombieVillager$Variant
[08Apr2025 02:05:53.962] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Pig$Variant
[08Apr2025 02:05:53.996] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/entity/easynpc/npc/Wolf$Variant
[08Apr2025 02:05:54.246] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/p3pp3rf1y/sophisticatedcore/upgrades/filter/Direction
[08Apr2025 02:05:54.262] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting dev/buildtool/kturrets/ContainerItem$Unit
[08Apr2025 02:05:54.418] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/naterbobber/darkerdepths/entities/PetrifiedBoatEntity$BoatType
[08Apr2025 02:05:54.465] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting dev/ftb/mods/ftbquests/item/ScreenBlockItem$ScreenSize
[08Apr2025 02:05:54.468] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/items/miscs/stats/GunStatFunctions
[08Apr2025 02:05:54.469] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/misc/PlayerStances
[08Apr2025 02:05:54.477] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/items/armours/AVAArmours$AVAArmourMaterial
[08Apr2025 02:05:54.478] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting pellucid/ava/misc/AVAWeaponUtil$TeamSide
[08Apr2025 02:05:54.502] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/geforcemods/securitycraft/misc/ModuleType
[08Apr2025 02:05:54.504] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/geforcemods/securitycraft/misc/PageGroup
[08Apr2025 02:05:54.506] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/geforcemods/securitycraft/util/RegisterItemBlock$SCItemGroup
[08Apr2025 02:05:54.554] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/mrcrayfish/guns/enchantment/GunEnchantment$Type
[08Apr2025 02:05:54.995] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/data/server/ServerDataIndex
[08Apr2025 02:05:54.996] [main/WARN] [Easy NPC/]: [Custom Entity Data] Please define a custom index instead of using the auto-generated.
[08Apr2025 02:05:54.998] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/data/skin/SkinType
[08Apr2025 02:05:54.999] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirecting de/markusbordihn/easynpc/data/trading/TradingType
[08Apr2025 02:05:55.000] [main/INFO] [Easy NPC/]: Register data serializers ...
[08Apr2025 02:05:55.001] [main/INFO] [Easy NPC/]: - Registering Synched Attack Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.001] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttackData
[08Apr2025 02:05:55.001] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttackData
[08Apr2025 02:05:55.001] [main/INFO] [Easy NPC/]: - Registering Synched Attribute Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.001] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.001] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.001] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.002] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.002] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.002] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.002] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.002] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.002] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.002] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.002] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.003] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.AttributeData
[08Apr2025 02:05:55.003] [main/INFO] [Easy NPC/]: - Registering Synched Navigation Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.003] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.NavigationData
[08Apr2025 02:05:55.003] [main/INFO] [Easy NPC/]: - Registering Synched Owner Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.003] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.OwnerData
[08Apr2025 02:05:55.003] [main/INFO] [Easy NPC/]: - Registering Synched Profession Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.003] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.ProfessionData
[08Apr2025 02:05:55.003] [main/INFO] [Easy NPC/]: - Registering Synched Render Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.004] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.RenderData
[08Apr2025 02:05:55.004] [main/INFO] [Easy NPC/]: - Registering Synched Skin Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.004] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.SkinData
[08Apr2025 02:05:55.004] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.SkinData
[08Apr2025 02:05:55.004] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.SkinData
[08Apr2025 02:05:55.004] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.SkinData
[08Apr2025 02:05:55.004] [main/INFO] [Easy NPC/]: - Registering Synched Sound Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.004] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.SoundData
[08Apr2025 02:05:55.005] [main/INFO] [Easy NPC/]: - Registering Synched Trading Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.005] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.TradingData
[08Apr2025 02:05:55.005] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.TradingData
[08Apr2025 02:05:55.005] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.TradingData
[08Apr2025 02:05:55.005] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.TradingData
[08Apr2025 02:05:55.005] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.TradingData
[08Apr2025 02:05:55.005] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.TradingData
[08Apr2025 02:05:55.005] [main/INFO] [Easy NPC/]: - Registering Synched Variant Data for EasyNPCBaseEntity.
[08Apr2025 02:05:55.006] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class de.markusbordihn.easynpc.entity.EasyNPCBaseEntity from interface de.markusbordihn.easynpc.entity.easynpc.data.VariantData
